target_side,target_time,cue_side,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,block0.thisRepN,block0.thisTrialN,block0.thisN,block0.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,trialKey.keys,trialKey.rt,date,frameRate,expName,session,participant,
central,50,left,,,,,1,17,41,2,,,,,space,0.878372041698,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,200,left,,,,,1,18,42,8,,,,,space,1.05004707302,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,200,right,,,,,1,19,43,14,,,,,space,0.97778390829,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,350,left,,,,,1,20,44,18,,,,,space,1.12274604733,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,350,right,,,,,1,21,45,20,,,,,space,1.55533524512,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,350,right,,,,,1,22,46,22,,,,,space,1.053281702,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,50,right,,,,,1,23,47,4,,,,,space,0.984110201157,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
none,50,left,,,,,2,0,48,3,,,,,space,0.918040910228,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,200,left,,,,,2,1,49,10,,,,,space,1.04399756114,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
none,200,right,,,,,2,2,50,15,,,,,None,,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
none,50,right,,,,,2,3,51,7,,,,,None,,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
right,50,right,,,,,2,4,52,5,,,,,space,0.969161583386,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,350,right,,,,,2,5,53,20,,,,,space,1.35363705443,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
none,350,right,,,,,2,6,54,23,,,,,None,,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
right,200,right,,,,,2,7,55,13,,,,,space,1.02344124742,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,50,right,,,,,2,8,56,4,,,,,space,1.05296525117,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,350,right,,,,,2,9,57,22,,,,,space,1.23397394082,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,50,right,,,,,2,10,58,6,,,,,space,1.10278212734,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,200,left,,,,,2,11,59,8,,,,,space,1.11753071969,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,350,left,,,,,2,12,60,18,,,,,space,1.22863199094,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
right,200,left,,,,,2,13,61,9,,,,,space,1.10686441992,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,200,right,,,,,2,14,62,14,,,,,space,0.971724409108,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,200,right,,,,,2,15,63,12,,,,,space,1.03065808643,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,350,left,,,,,2,16,64,16,,,,,space,1.13612596014,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
right,50,left,,,,,2,17,65,1,,,,,space,0.924224098314,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
none,350,left,,,,,2,18,66,19,,,,,space,0.815123081285,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
none,200,left,,,,,2,19,67,11,,,,,None,,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
right,350,right,,,,,2,20,68,21,,,,,space,1.15793243275,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,50,left,,,,,2,21,69,2,,,,,space,0.959052337658,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
right,350,left,,,,,2,22,70,17,,,,,space,1.3780116607,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,50,left,,,,,2,23,71,0,,,,,space,1.00965583615,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
none,50,left,,,,,3,0,72,3,,,,,None,,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
