target_side,target_time,cue_side,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,block0.thisRepN,block0.thisTrialN,block0.thisN,block0.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,trialKey.keys,trialKey.rt,date,frameRate,expName,session,participant,
none,200,right,,,,,9,1,217,15,,,,,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
right,350,right,,,,,9,2,218,21,,,,,space,1.17094756456,2014_II_04_1523,307.422007515,ior,001,Peto,
right,50,left,,,,,9,3,219,1,,,,,space,0.946607878934,2014_II_04_1523,307.422007515,ior,001,Peto,
none,50,left,,,,,9,4,220,3,,,,,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
left,200,left,,,,,9,5,221,8,,,,,space,1.01486403998,2014_II_04_1523,307.422007515,ior,001,Peto,
none,50,right,,,,,9,6,222,7,,,,,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
left,350,right,,,,,9,7,223,20,,,,,space,1.19011676065,2014_II_04_1523,307.422007515,ior,001,Peto,
none,350,left,,,,,9,8,224,19,,,,,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
central,200,left,,,,,9,9,225,10,,,,,space,0.967551322864,2014_II_04_1523,307.422007515,ior,001,Peto,
right,50,right,,,,,9,10,226,5,,,,,space,1.06304579213,2014_II_04_1523,307.422007515,ior,001,Peto,
right,200,left,,,,,9,11,227,9,,,,,space,1.07585042233,2014_II_04_1523,307.422007515,ior,001,Peto,
central,50,left,,,,,9,12,228,2,,,,,space,0.847168913926,2014_II_04_1523,307.422007515,ior,001,Peto,
left,350,left,,,,,9,13,229,16,,,,,space,1.17267327272,2014_II_04_1523,307.422007515,ior,001,Peto,
central,50,right,,,,,9,14,230,6,,,,,space,0.878693521104,2014_II_04_1523,307.422007515,ior,001,Peto,
right,350,left,,,,,9,15,231,17,,,,,space,1.17749050508,2014_II_04_1523,307.422007515,ior,001,Peto,
left,50,right,,,,,9,16,232,4,,,,,space,0.931738181808,2014_II_04_1523,307.422007515,ior,001,Peto,
right,200,right,,,,,9,17,233,13,,,,,space,1.04672339641,2014_II_04_1523,307.422007515,ior,001,Peto,
left,200,right,,,,,9,18,234,12,,,,,space,0.99230481807,2014_II_04_1523,307.422007515,ior,001,Peto,
left,50,left,,,,,9,19,235,0,,,,,space,0.85419634339,2014_II_04_1523,307.422007515,ior,001,Peto,
central,200,right,,,,,9,20,236,14,,,,,space,0.994795218387,2014_II_04_1523,307.422007515,ior,001,Peto,
none,350,right,,,,,9,21,237,23,,,,,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
none,200,left,,,,,9,22,238,11,,,,,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
central,350,left,,,,,9,23,239,18,,,,,space,1.27969099425,2014_II_04_1523,307.422007515,ior,001,Peto,
none,350,left,,,,,,,,,0,0,0,19,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
left,50,right,,,,,,,,,0,1,1,4,space,0.893905999226,2014_II_04_1523,307.422007515,ior,001,Peto,
right,350,right,,,,,,,,,0,2,2,21,space,1.17581438423,2014_II_04_1523,307.422007515,ior,001,Peto,
central,200,left,,,,,,,,,0,3,3,10,space,0.995268183526,2014_II_04_1523,307.422007515,ior,001,Peto,
central,50,left,,,,,,,,,0,4,4,2,space,0.805363949887,2014_II_04_1523,307.422007515,ior,001,Peto,
left,350,left,,,,,,,,,0,5,5,16,space,1.17038017402,2014_II_04_1523,307.422007515,ior,001,Peto,
left,200,left,,,,,,,,,0,6,6,8,space,0.960609169601,2014_II_04_1523,307.422007515,ior,001,Peto,
left,350,right,,,,,,,,,0,7,7,20,space,0.808551505848,2014_II_04_1523,307.422007515,ior,001,Peto,
none,350,right,,,,,,,,,0,8,8,23,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
right,50,right,,,,,,,,,0,9,9,5,space,0.907567651755,2014_II_04_1523,307.422007515,ior,001,Peto,
none,50,left,,,,,,,,,0,10,10,3,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
central,350,left,,,,,,,,,0,11,11,18,space,1.17768536225,2014_II_04_1523,307.422007515,ior,001,Peto,
central,200,right,,,,,,,,,0,12,12,14,space,1.0448791676,2014_II_04_1523,307.422007515,ior,001,Peto,
left,50,left,,,,,,,,,0,13,13,0,space,0.928598606806,2014_II_04_1523,307.422007515,ior,001,Peto,
right,50,left,,,,,,,,,0,14,14,1,space,0.948469707742,2014_II_04_1523,307.422007515,ior,001,Peto,
right,200,right,,,,,,,,,0,15,15,13,space,1.02128950747,2014_II_04_1523,307.422007515,ior,001,Peto,
right,350,left,,,,,,,,,0,16,16,17,space,1.22764471462,2014_II_04_1523,307.422007515,ior,001,Peto,
none,200,right,,,,,,,,,0,17,17,15,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
none,50,right,,,,,,,,,0,18,18,7,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
left,200,right,,,,,,,,,0,19,19,12,space,1.08784328735,2014_II_04_1523,307.422007515,ior,001,Peto,
none,200,left,,,,,,,,,0,20,20,11,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
right,200,left,,,,,,,,,0,21,21,9,space,1.10783688988,2014_II_04_1523,307.422007515,ior,001,Peto,
central,50,right,,,,,,,,,0,22,22,6,space,0.859749004413,2014_II_04_1523,307.422007515,ior,001,Peto,
central,350,right,,,,,,,,,0,23,23,22,space,1.14229552918,2014_II_04_1523,307.422007515,ior,001,Peto,
right,350,right,,,,,,,,,1,0,24,21,space,1.25223967013,2014_II_04_1523,307.422007515,ior,001,Peto,
none,350,left,,,,,,,,,1,1,25,19,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
none,200,right,,,,,,,,,1,2,26,15,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
left,200,left,,,,,,,,,1,3,27,8,space,1.03550842356,2014_II_04_1523,307.422007515,ior,001,Peto,
central,350,left,,,,,,,,,1,4,28,18,space,1.1674124784,2014_II_04_1523,307.422007515,ior,001,Peto,
none,50,left,,,,,,,,,1,5,29,3,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
none,350,right,,,,,,,,,1,6,30,23,space,0.842302513308,2014_II_04_1523,307.422007515,ior,001,Peto,
right,50,right,,,,,,,,,1,7,31,5,space,0.958051162927,2014_II_04_1523,307.422007515,ior,001,Peto,
none,50,right,,,,,,,,,1,8,32,7,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
right,350,left,,,,,,,,,1,9,33,17,space,1.29466712948,2014_II_04_1523,307.422007515,ior,001,Peto,
central,200,right,,,,,,,,,1,10,34,14,space,1.0646740717,2014_II_04_1523,307.422007515,ior,001,Peto,
central,50,left,,,,,,,,,1,11,35,2,space,0.883594074107,2014_II_04_1523,307.422007515,ior,001,Peto,
left,350,left,,,,,,,,,1,12,36,16,space,1.26167243323,2014_II_04_1523,307.422007515,ior,001,Peto,
left,50,left,,,,,,,,,1,13,37,0,space,1.01788062449,2014_II_04_1523,307.422007515,ior,001,Peto,
central,50,right,,,,,,,,,1,14,38,6,space,0.857571073977,2014_II_04_1523,307.422007515,ior,001,Peto,
right,50,left,,,,,,,,,1,15,39,1,space,1.01210929043,2014_II_04_1523,307.422007515,ior,001,Peto,
left,350,right,,,,,,,,,1,16,40,20,space,1.21535586227,2014_II_04_1523,307.422007515,ior,001,Peto,
central,350,right,,,,,,,,,1,17,41,22,space,1.3639157351,2014_II_04_1523,307.422007515,ior,001,Peto,
right,200,right,,,,,,,,,1,18,42,13,space,1.10177557483,2014_II_04_1523,307.422007515,ior,001,Peto,
left,50,right,,,,,,,,,1,19,43,4,space,0.917264484732,2014_II_04_1523,307.422007515,ior,001,Peto,
right,200,left,,,,,,,,,1,20,44,9,space,1.09949637454,2014_II_04_1523,307.422007515,ior,001,Peto,
left,200,right,,,,,,,,,1,21,45,12,space,1.07513182541,2014_II_04_1523,307.422007515,ior,001,Peto,
none,200,left,,,,,,,,,1,22,46,11,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
central,200,left,,,,,,,,,1,23,47,10,space,1.04866309824,2014_II_04_1523,307.422007515,ior,001,Peto,
central,200,left,,,,,,,,,2,0,48,10,space,0.998982622093,2014_II_04_1523,307.422007515,ior,001,Peto,
left,350,right,,,,,,,,,2,1,49,20,space,1.35468062282,2014_II_04_1523,307.422007515,ior,001,Peto,
left,50,left,,,,,,,,,2,2,50,0,space,1.09537392322,2014_II_04_1523,307.422007515,ior,001,Peto,
right,50,left,,,,,,,,,2,3,51,1,space,1.04271457685,2014_II_04_1523,307.422007515,ior,001,Peto,
right,200,left,,,,,,,,,2,4,52,9,space,1.08545345847,2014_II_04_1523,307.422007515,ior,001,Peto,
central,350,left,,,,,,,,,2,5,53,18,space,1.1697172406,2014_II_04_1523,307.422007515,ior,001,Peto,
none,50,left,,,,,,,,,2,6,54,3,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
left,200,right,,,,,,,,,2,7,55,12,space,1.10660055957,2014_II_04_1523,307.422007515,ior,001,Peto,
left,200,left,,,,,,,,,2,8,56,8,space,1.07145077098,2014_II_04_1523,307.422007515,ior,001,Peto,
left,350,left,,,,,,,,,2,9,57,16,space,1.2208640344,2014_II_04_1523,307.422007515,ior,001,Peto,
none,200,left,,,,,,,,,2,10,58,11,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
right,350,left,,,,,,,,,2,11,59,17,space,1.24911182846,2014_II_04_1523,307.422007515,ior,001,Peto,
left,50,right,,,,,,,,,2,12,60,4,space,0.990758951207,2014_II_04_1523,307.422007515,ior,001,Peto,
right,200,right,,,,,,,,,2,13,61,13,space,1.10568270548,2014_II_04_1523,307.422007515,ior,001,Peto,
right,50,right,,,,,,,,,2,14,62,5,space,0.934029883686,2014_II_04_1523,307.422007515,ior,001,Peto,
central,50,left,,,,,,,,,2,15,63,2,space,0.887839865122,2014_II_04_1523,307.422007515,ior,001,Peto,
central,200,right,,,,,,,,,2,16,64,14,space,0.957896883542,2014_II_04_1523,307.422007515,ior,001,Peto,
none,200,right,,,,,,,,,2,17,65,15,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
right,350,right,,,,,,,,,2,18,66,21,space,1.25793250259,2014_II_04_1523,307.422007515,ior,001,Peto,
none,50,right,,,,,,,,,2,19,67,7,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
none,350,right,,,,,,,,,2,20,68,23,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
central,350,right,,,,,,,,,2,21,69,22,space,1.2131914112,2014_II_04_1523,307.422007515,ior,001,Peto,
none,350,left,,,,,,,,,2,22,70,19,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
central,50,right,,,,,,,,,2,23,71,6,space,0.920907615353,2014_II_04_1523,307.422007515,ior,001,Peto,
none,200,right,,,,,,,,,3,0,72,15,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
none,50,right,,,,,,,,,3,1,73,7,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
right,200,left,,,,,,,,,3,2,74,9,space,1.08325527406,2014_II_04_1523,307.422007515,ior,001,Peto,
right,350,right,,,,,,,,,3,3,75,21,space,1.25032629845,2014_II_04_1523,307.422007515,ior,001,Peto,
right,50,right,,,,,,,,,3,4,76,5,space,1.04165585291,2014_II_04_1523,307.422007515,ior,001,Peto,
left,50,left,,,,,,,,,3,5,77,0,space,0.905088914932,2014_II_04_1523,307.422007515,ior,001,Peto,
none,50,left,,,,,,,,,3,6,78,3,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
left,350,right,,,,,,,,,3,7,79,20,space,1.25506523874,2014_II_04_1523,307.422007515,ior,001,Peto,
none,200,left,,,,,,,,,3,8,80,11,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
left,50,right,,,,,,,,,3,9,81,4,space,0.951596431949,2014_II_04_1523,307.422007515,ior,001,Peto,
right,50,left,,,,,,,,,3,10,82,1,space,0.982948531168,2014_II_04_1523,307.422007515,ior,001,Peto,
central,350,right,,,,,,,,,3,11,83,22,space,1.19391158653,2014_II_04_1523,307.422007515,ior,001,Peto,
left,350,left,,,,,,,,,3,12,84,16,space,1.26933122785,2014_II_04_1523,307.422007515,ior,001,Peto,
central,50,right,,,,,,,,,3,13,85,6,space,0.876045139815,2014_II_04_1523,307.422007515,ior,001,Peto,
right,350,left,,,,,,,,,3,14,86,17,space,1.21893746272,2014_II_04_1523,307.422007515,ior,001,Peto,
central,200,left,,,,,,,,,3,15,87,10,space,1.00829819153,2014_II_04_1523,307.422007515,ior,001,Peto,
central,350,left,,,,,,,,,3,16,88,18,space,1.1592630488,2014_II_04_1523,307.422007515,ior,001,Peto,
left,200,right,,,,,,,,,3,17,89,12,space,1.04717003139,2014_II_04_1523,307.422007515,ior,001,Peto,
central,50,left,,,,,,,,,3,18,90,2,space,0.939575700264,2014_II_04_1523,307.422007515,ior,001,Peto,
central,200,right,,,,,,,,,3,19,91,14,space,1.00565609596,2014_II_04_1523,307.422007515,ior,001,Peto,
none,350,left,,,,,,,,,3,20,92,19,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
left,200,left,,,,,,,,,3,21,93,8,space,1.08479045521,2014_II_04_1523,307.422007515,ior,001,Peto,
none,350,right,,,,,,,,,3,22,94,23,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
right,200,right,,,,,,,,,3,23,95,13,space,1.02554780007,2014_II_04_1523,307.422007515,ior,001,Peto,
none,200,right,,,,,,,,,4,0,96,15,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
left,50,left,,,,,,,,,4,1,97,0,space,0.904103524331,2014_II_04_1523,307.422007515,ior,001,Peto,
central,200,right,,,,,,,,,4,2,98,14,space,0.998255015651,2014_II_04_1523,307.422007515,ior,001,Peto,
none,200,left,,,,,,,,,4,3,99,11,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
none,50,right,,,,,,,,,4,4,100,7,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
none,50,left,,,,,,,,,4,5,101,3,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
right,350,right,,,,,,,,,4,6,102,21,space,1.24653021543,2014_II_04_1523,307.422007515,ior,001,Peto,
central,350,left,,,,,,,,,4,7,103,18,space,1.19241425935,2014_II_04_1523,307.422007515,ior,001,Peto,
right,50,right,,,,,,,,,4,8,104,5,space,0.901477631934,2014_II_04_1523,307.422007515,ior,001,Peto,
central,50,left,,,,,,,,,4,9,105,2,space,0.844265472288,2014_II_04_1523,307.422007515,ior,001,Peto,
none,350,right,,,,,,,,,4,10,106,23,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
none,350,left,,,,,,,,,4,11,107,19,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
right,200,right,,,,,,,,,4,12,108,13,space,1.02170890434,2014_II_04_1523,307.422007515,ior,001,Peto,
right,200,left,,,,,,,,,4,13,109,9,space,1.07470767933,2014_II_04_1523,307.422007515,ior,001,Peto,
central,200,left,,,,,,,,,4,14,110,10,space,0.994227129426,2014_II_04_1523,307.422007515,ior,001,Peto,
central,50,right,,,,,,,,,4,15,111,6,space,0.856448026216,2014_II_04_1523,307.422007515,ior,001,Peto,
left,200,right,,,,,,,,,4,16,112,12,space,1.04204926883,2014_II_04_1523,307.422007515,ior,001,Peto,
left,350,left,,,,,,,,,4,17,113,16,space,1.1965457202,2014_II_04_1523,307.422007515,ior,001,Peto,
left,350,right,,,,,,,,,4,18,114,20,space,1.20539656576,2014_II_04_1523,307.422007515,ior,001,Peto,
left,50,right,,,,,,,,,4,19,115,4,space,0.966656237036,2014_II_04_1523,307.422007515,ior,001,Peto,
right,50,left,,,,,,,,,4,20,116,1,space,1.00823742962,2014_II_04_1523,307.422007515,ior,001,Peto,
left,200,left,,,,,,,,,4,21,117,8,space,1.06883088493,2014_II_04_1523,307.422007515,ior,001,Peto,
central,350,right,,,,,,,,,4,22,118,22,space,1.13756650636,2014_II_04_1523,307.422007515,ior,001,Peto,
right,350,left,,,,,,,,,4,23,119,17,space,1.16715266884,2014_II_04_1523,307.422007515,ior,001,Peto,
central,200,right,,,,,,,,,5,0,120,14,space,0.998543949021,2014_II_04_1523,307.422007515,ior,001,Peto,
central,200,left,,,,,,,,,5,1,121,10,space,1.00997843301,2014_II_04_1523,307.422007515,ior,001,Peto,
central,50,right,,,,,,,,,5,2,122,6,space,0.82316537437,2014_II_04_1523,307.422007515,ior,001,Peto,
central,350,left,,,,,,,,,5,3,123,18,space,1.16777921496,2014_II_04_1523,307.422007515,ior,001,Peto,
none,50,left,,,,,,,,,5,4,124,3,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
none,200,right,,,,,,,,,5,5,125,15,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
none,350,right,,,,,,,,,5,6,126,23,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
left,200,left,,,,,,,,,5,7,127,8,space,1.0365999729,2014_II_04_1523,307.422007515,ior,001,Peto,
central,350,right,,,,,,,,,5,8,128,22,space,1.2197928787,2014_II_04_1523,307.422007515,ior,001,Peto,
left,200,right,,,,,,,,,5,9,129,12,space,1.15796602641,2014_II_04_1523,307.422007515,ior,001,Peto,
right,200,right,,,,,,,,,5,10,130,13,space,1.05036128893,2014_II_04_1523,307.422007515,ior,001,Peto,
right,50,right,,,,,,,,,5,11,131,5,space,0.925087057154,2014_II_04_1523,307.422007515,ior,001,Peto,
left,350,left,,,,,,,,,5,12,132,16,space,1.14632215826,2014_II_04_1523,307.422007515,ior,001,Peto,
none,50,right,,,,,,,,,5,13,133,7,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
right,350,right,,,,,,,,,5,14,134,21,space,1.21834115788,2014_II_04_1523,307.422007515,ior,001,Peto,
left,50,right,,,,,,,,,5,15,135,4,space,0.931308937309,2014_II_04_1523,307.422007515,ior,001,Peto,
central,50,left,,,,,,,,,5,16,136,2,space,0.893520126161,2014_II_04_1523,307.422007515,ior,001,Peto,
left,50,left,,,,,,,,,5,17,137,0,space,0.895455707359,2014_II_04_1523,307.422007515,ior,001,Peto,
right,200,left,,,,,,,,,5,18,138,9,space,1.07356549506,2014_II_04_1523,307.422007515,ior,001,Peto,
left,350,right,,,,,,,,,5,19,139,20,space,1.18238875332,2014_II_04_1523,307.422007515,ior,001,Peto,
right,50,left,,,,,,,,,5,20,140,1,space,0.968966586535,2014_II_04_1523,307.422007515,ior,001,Peto,
right,350,left,,,,,,,,,5,21,141,17,space,0.839639814557,2014_II_04_1523,307.422007515,ior,001,Peto,
none,350,left,,,,,,,,,5,22,142,19,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
none,200,left,,,,,,,,,5,23,143,11,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
right,200,left,,,,,,,,,6,0,144,9,space,1.00074618422,2014_II_04_1523,307.422007515,ior,001,Peto,
central,50,left,,,,,,,,,6,1,145,2,space,0.861962414217,2014_II_04_1523,307.422007515,ior,001,Peto,
right,50,left,,,,,,,,,6,2,146,1,space,0.893186075325,2014_II_04_1523,307.422007515,ior,001,Peto,
none,350,left,,,,,,,,,6,3,147,19,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
left,50,right,,,,,,,,,6,4,148,4,space,0.975333946074,2014_II_04_1523,307.422007515,ior,001,Peto,
central,200,left,,,,,,,,,6,5,149,10,space,1.01698267517,2014_II_04_1523,307.422007515,ior,001,Peto,
left,200,left,,,,,,,,,6,6,150,8,space,1.0573066549,2014_II_04_1523,307.422007515,ior,001,Peto,
none,200,right,,,,,,,,,6,7,151,15,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
central,50,right,,,,,,,,,6,8,152,6,space,0.82928919737,2014_II_04_1523,307.422007515,ior,001,Peto,
central,350,right,,,,,,,,,6,9,153,22,space,1.18866657634,2014_II_04_1523,307.422007515,ior,001,Peto,
right,50,right,,,,,,,,,6,10,154,5,space,0.934585959948,2014_II_04_1523,307.422007515,ior,001,Peto,
none,50,right,,,,,,,,,6,11,155,7,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
right,350,right,,,,,,,,,6,12,156,21,space,1.22822132422,2014_II_04_1523,307.422007515,ior,001,Peto,
central,200,right,,,,,,,,,6,13,157,14,space,1.06710035773,2014_II_04_1523,307.422007515,ior,001,Peto,
none,50,left,,,,,,,,,6,14,158,3,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
right,350,left,,,,,,,,,6,15,159,17,space,1.24438043103,2014_II_04_1523,307.422007515,ior,001,Peto,
left,50,left,,,,,,,,,6,16,160,0,space,0.930008073652,2014_II_04_1523,307.422007515,ior,001,Peto,
none,200,left,,,,,,,,,6,17,161,11,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
left,350,left,,,,,,,,,6,18,162,16,space,1.34676418372,2014_II_04_1523,307.422007515,ior,001,Peto,
none,350,right,,,,,,,,,6,19,163,23,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
left,350,right,,,,,,,,,6,20,164,20,space,1.26028133464,2014_II_04_1523,307.422007515,ior,001,Peto,
left,200,right,,,,,,,,,6,21,165,12,space,1.06600210362,2014_II_04_1523,307.422007515,ior,001,Peto,
central,350,left,,,,,,,,,6,22,166,18,space,1.16782670703,2014_II_04_1523,307.422007515,ior,001,Peto,
right,200,right,,,,,,,,,6,23,167,13,space,1.07878731794,2014_II_04_1523,307.422007515,ior,001,Peto,
none,200,left,,,,,,,,,7,0,168,11,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
right,350,right,,,,,,,,,7,1,169,21,space,1.21305717626,2014_II_04_1523,307.422007515,ior,001,Peto,
left,200,right,,,,,,,,,7,2,170,12,space,1.07355494902,2014_II_04_1523,307.422007515,ior,001,Peto,
none,350,right,,,,,,,,,7,3,171,23,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
left,50,left,,,,,,,,,7,4,172,0,space,0.87221280917,2014_II_04_1523,307.422007515,ior,001,Peto,
left,350,right,,,,,,,,,7,5,173,20,space,1.18877252556,2014_II_04_1523,307.422007515,ior,001,Peto,
right,50,right,,,,,,,,,7,6,174,5,space,0.859450782153,2014_II_04_1523,307.422007515,ior,001,Peto,
central,350,left,,,,,,,,,7,7,175,18,space,1.15034899687,2014_II_04_1523,307.422007515,ior,001,Peto,
right,200,right,,,,,,,,,7,8,176,13,space,0.997917263227,2014_II_04_1523,307.422007515,ior,001,Peto,
left,200,left,,,,,,,,,7,9,177,8,space,1.02218228853,2014_II_04_1523,307.422007515,ior,001,Peto,
none,50,right,,,,,,,,,7,10,178,7,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
none,50,left,,,,,,,,,7,11,179,3,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
central,50,left,,,,,,,,,7,12,180,2,space,0.867666141926,2014_II_04_1523,307.422007515,ior,001,Peto,
left,50,right,,,,,,,,,7,13,181,4,space,0.971733278951,2014_II_04_1523,307.422007515,ior,001,Peto,
right,50,left,,,,,,,,,7,14,182,1,space,0.970618053412,2014_II_04_1523,307.422007515,ior,001,Peto,
central,50,right,,,,,,,,,7,15,183,6,space,0.898849155409,2014_II_04_1523,307.422007515,ior,001,Peto,
central,200,right,,,,,,,,,7,16,184,14,space,1.01073397597,2014_II_04_1523,307.422007515,ior,001,Peto,
right,200,left,,,,,,,,,7,17,185,9,space,1.07126743762,2014_II_04_1523,307.422007515,ior,001,Peto,
right,350,left,,,,,,,,,7,18,186,17,space,1.29386730716,2014_II_04_1523,307.422007515,ior,001,Peto,
central,200,left,,,,,,,,,7,19,187,10,space,1.01268527145,2014_II_04_1523,307.422007515,ior,001,Peto,
central,350,right,,,,,,,,,7,20,188,22,space,1.16868798967,2014_II_04_1523,307.422007515,ior,001,Peto,
left,350,left,,,,,,,,,7,21,189,16,space,1.19848102203,2014_II_04_1523,307.422007515,ior,001,Peto,
none,200,right,,,,,,,,,7,22,190,15,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
none,350,left,,,,,,,,,7,23,191,19,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
right,50,left,,,,,,,,,8,0,192,1,space,0.92710009233,2014_II_04_1523,307.422007515,ior,001,Peto,
right,200,left,,,,,,,,,8,1,193,9,space,1.09356405633,2014_II_04_1523,307.422007515,ior,001,Peto,
right,200,right,,,,,,,,,8,2,194,13,space,1.05252322572,2014_II_04_1523,307.422007515,ior,001,Peto,
left,200,left,,,,,,,,,8,3,195,8,space,1.04475205648,2014_II_04_1523,307.422007515,ior,001,Peto,
left,50,right,,,,,,,,,8,4,196,4,space,0.998876393508,2014_II_04_1523,307.422007515,ior,001,Peto,
none,200,left,,,,,,,,,8,5,197,11,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
central,50,right,,,,,,,,,8,6,198,6,space,0.858252585175,2014_II_04_1523,307.422007515,ior,001,Peto,
right,50,right,,,,,,,,,8,7,199,5,space,0.980777445178,2014_II_04_1523,307.422007515,ior,001,Peto,
central,200,left,,,,,,,,,8,8,200,10,space,0.984551318673,2014_II_04_1523,307.422007515,ior,001,Peto,
none,350,right,,,,,,,,,8,9,201,23,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
central,200,right,,,,,,,,,8,10,202,14,space,0.990954227423,2014_II_04_1523,307.422007515,ior,001,Peto,
left,350,left,,,,,,,,,8,11,203,16,space,1.20111543506,2014_II_04_1523,307.422007515,ior,001,Peto,
left,50,left,,,,,,,,,8,12,204,0,space,0.908944642406,2014_II_04_1523,307.422007515,ior,001,Peto,
left,350,right,,,,,,,,,8,13,205,20,space,1.18749673492,2014_II_04_1523,307.422007515,ior,001,Peto,
central,50,left,,,,,,,,,8,14,206,2,space,0.881210321423,2014_II_04_1523,307.422007515,ior,001,Peto,
none,50,right,,,,,,,,,8,15,207,7,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
none,350,left,,,,,,,,,8,16,208,19,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
left,200,right,,,,,,,,,8,17,209,12,space,1.06387718271,2014_II_04_1523,307.422007515,ior,001,Peto,
right,350,left,,,,,,,,,8,18,210,17,space,1.22668055577,2014_II_04_1523,307.422007515,ior,001,Peto,
none,50,left,,,,,,,,,8,19,211,3,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
central,350,left,,,,,,,,,8,20,212,18,space,1.19103873537,2014_II_04_1523,307.422007515,ior,001,Peto,
none,200,right,,,,,,,,,8,21,213,15,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
right,350,right,,,,,,,,,8,22,214,21,space,1.26063515056,2014_II_04_1523,307.422007515,ior,001,Peto,
central,350,right,,,,,,,,,8,23,215,22,space,1.17807186388,2014_II_04_1523,307.422007515,ior,001,Peto,
left,50,left,,,,,,,,,9,0,216,0,space,0.96637736081,2014_II_04_1523,307.422007515,ior,001,Peto,
left,50,right,,,,,,,,,9,1,217,4,space,0.924149787194,2014_II_04_1523,307.422007515,ior,001,Peto,
central,50,left,,,,,,,,,9,2,218,2,space,0.845854640744,2014_II_04_1523,307.422007515,ior,001,Peto,
central,350,left,,,,,,,,,9,3,219,18,space,1.13851201759,2014_II_04_1523,307.422007515,ior,001,Peto,
none,200,right,,,,,,,,,9,4,220,15,None,,2014_II_04_1523,307.422007515,ior,001,Peto,
central,200,left,,,,,,,,,9,5,221,10,space,0.997786799719,2014_II_04_1523,307.422007515,ior,001,Peto,
right,50,left,,,,,,,,,9,6,222,1,space,1.00534397528,2014_II_04_1523,307.422007515,ior,001,Peto,
left,350,right,,,,,,,,,9,7,223,20,space,1.19083717344,2014_II_04_1523,307.422007515,ior,001,Peto,
right,350,right,,,,,,,,,9,8,224,21,space,1.24320220866,2014_II_04_1523,307.422007515,ior,001,Peto,
central,50,right,,,,,,,,,9,9,225,6,space,0.869925646975,2014_II_04_1523,307.422007515,ior,001,Peto,
