target_side,target_time,cue_side,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,block0.thisRepN,block0.thisTrialN,block0.thisN,block0.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,trialKey.keys,trialKey.rt,date,frameRate,expName,session,participant,
left,50,right,,,,,8,16,208,4,,,,,space,0.845500475619,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,200,left,,,,,8,17,209,10,,,,,space,1.41889143732,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,200,right,,,,,8,18,210,13,,,,,space,0.866439729072,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,50,right,,,,,8,19,211,7,,,,,space,0.920198027962,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,50,left,,,,,8,20,212,3,,,,,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,50,right,,,,,8,21,213,5,,,,,space,0.819798885054,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,200,right,,,,,8,22,214,12,,,,,space,1.10983742347,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,200,left,,,,,8,23,215,9,,,,,space,0.991393179859,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,350,right,,,,,9,0,216,22,,,,,space,0.902959943233,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,200,right,,,,,9,1,217,15,,,,,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,350,right,,,,,9,2,218,21,,,,,space,1.1770831209,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,50,left,,,,,9,3,219,1,,,,,space,0.917678433991,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,50,left,,,,,9,4,220,3,,,,,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,200,left,,,,,9,5,221,8,,,,,space,1.02155958369,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,50,right,,,,,9,6,222,7,,,,,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,350,right,,,,,9,7,223,20,,,,,space,1.68812349055,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,350,left,,,,,9,8,224,19,,,,,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,200,left,,,,,9,9,225,10,,,,,space,0.821671678942,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,50,right,,,,,9,10,226,5,,,,,space,0.844130469096,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,200,left,,,,,9,11,227,9,,,,,space,0.779952479994,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,50,left,,,,,9,12,228,2,,,,,space,1.08519476637,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,350,left,,,,,9,13,229,16,,,,,space,1.03789245561,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,50,right,,,,,9,14,230,6,,,,,space,1.03901648114,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,350,left,,,,,9,15,231,17,,,,,space,1.37984667046,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,50,right,,,,,9,16,232,4,,,,,space,0.958714794758,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,200,right,,,,,9,17,233,13,,,,,space,1.74174015133,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,200,right,,,,,9,18,234,12,,,,,space,1.01735576728,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,50,left,,,,,9,19,235,0,,,,,space,0.92240508221,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,200,right,,,,,9,20,236,14,,,,,space,1.1269890447,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,350,right,,,,,9,21,237,23,,,,,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,200,left,,,,,9,22,238,11,,,,,space,0.871021526479,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,350,left,,,,,9,23,239,18,,,,,space,1.3033405782,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,350,left,,,,,,,,,0,0,0,19,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,50,right,,,,,,,,,0,1,1,4,space,0.955075016517,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,350,right,,,,,,,,,0,2,2,21,space,1.19935997452,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,200,left,,,,,,,,,0,3,3,10,space,1.02881274017,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,50,left,,,,,,,,,0,4,4,2,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,350,left,,,,,,,,,0,5,5,16,space,0.873021850543,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,200,left,,,,,,,,,0,6,6,8,space,1.05254313048,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,350,right,,,,,,,,,0,7,7,20,space,0.841699294184,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,350,right,,,,,,,,,0,8,8,23,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,50,right,,,,,,,,,0,9,9,5,space,0.816877424365,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,50,left,,,,,,,,,0,10,10,3,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,350,left,,,,,,,,,0,11,11,18,space,1.41280330321,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,200,right,,,,,,,,,0,12,12,14,space,0.981151375384,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,50,left,,,,,,,,,0,13,13,0,space,0.849386165001,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,50,left,,,,,,,,,0,14,14,1,space,0.888343769949,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,200,right,,,,,,,,,0,15,15,13,space,1.01042506799,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,350,left,,,,,,,,,0,16,16,17,space,1.20380502271,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,200,right,,,,,,,,,0,17,17,15,space,0.941447795739,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,50,right,,,,,,,,,0,18,18,7,space,0.866146046495,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,200,right,,,,,,,,,0,19,19,12,space,1.20092539694,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,200,left,,,,,,,,,0,20,20,11,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,200,left,,,,,,,,,0,21,21,9,space,1.05670203895,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,50,right,,,,,,,,,0,22,22,6,space,1.06656034496,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,350,right,,,,,,,,,0,23,23,22,space,1.08773552225,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,350,right,,,,,,,,,1,0,24,21,space,1.15941146151,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,350,left,,,,,,,,,1,1,25,19,space,0.944151840527,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,200,right,,,,,,,,,1,2,26,15,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,200,left,,,,,,,,,1,3,27,8,space,0.829005502095,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,350,left,,,,,,,,,1,4,28,18,space,1.247909441,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,50,left,,,,,,,,,1,5,29,3,space,0.924293590387,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,350,right,,,,,,,,,1,6,30,23,space,0.847326685374,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,50,right,,,,,,,,,1,7,31,5,space,0.893683624595,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,50,right,,,,,,,,,1,8,32,7,space,0.850457460375,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,350,left,,,,,,,,,1,9,33,17,space,0.839474500251,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,200,right,,,,,,,,,1,10,34,14,space,1.09446472946,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,50,left,,,,,,,,,1,11,35,2,space,0.878719641742,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,350,left,,,,,,,,,1,12,36,16,space,0.822799475912,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,50,left,,,,,,,,,1,13,37,0,space,0.881397635732,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,50,right,,,,,,,,,1,14,38,6,space,0.965984503617,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,50,left,,,,,,,,,1,15,39,1,space,1.04466643107,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,350,right,,,,,,,,,1,16,40,20,space,0.702394787605,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,350,right,,,,,,,,,1,17,41,22,space,1.47735263839,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,200,right,,,,,,,,,1,18,42,13,space,0.915186217801,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,50,right,,,,,,,,,1,19,43,4,space,0.836882969763,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,200,left,,,,,,,,,1,20,44,9,space,0.887578169851,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,200,right,,,,,,,,,1,21,45,12,space,0.9471511044,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,200,left,,,,,,,,,1,22,46,11,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,200,left,,,,,,,,,1,23,47,10,space,0.905379524493,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,200,left,,,,,,,,,2,0,48,10,space,0.961633811001,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,350,right,,,,,,,,,2,1,49,20,space,1.23197173104,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,50,left,,,,,,,,,2,2,50,0,space,1.70788109941,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,50,left,,,,,,,,,2,3,51,1,space,0.914296090704,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,200,left,,,,,,,,,2,4,52,9,space,0.901842133567,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,350,left,,,,,,,,,2,5,53,18,space,1.09626558683,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,50,left,,,,,,,,,2,6,54,3,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,200,right,,,,,,,,,2,7,55,12,space,1.04765060923,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,200,left,,,,,,,,,2,8,56,8,space,1.08884977001,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,350,left,,,,,,,,,2,9,57,16,space,1.22582597788,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,200,left,,,,,,,,,2,10,58,11,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,350,left,,,,,,,,,2,11,59,17,space,1.16320516993,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,50,right,,,,,,,,,2,12,60,4,space,0.857090915187,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,200,right,,,,,,,,,2,13,61,13,space,0.770702491518,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,50,right,,,,,,,,,2,14,62,5,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,50,left,,,,,,,,,2,15,63,2,space,0.826687609739,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,200,right,,,,,,,,,2,16,64,14,space,1.0468223615,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,200,right,,,,,,,,,2,17,65,15,space,0.82841855599,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,350,right,,,,,,,,,2,18,66,21,space,0.810950553771,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,50,right,,,,,,,,,2,19,67,7,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,350,right,,,,,,,,,2,20,68,23,space,0.838497211238,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,350,right,,,,,,,,,2,21,69,22,space,1.20644711828,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,350,left,,,,,,,,,2,22,70,19,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,50,right,,,,,,,,,2,23,71,6,space,1.04537001211,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,200,right,,,,,,,,,3,0,72,15,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,50,right,,,,,,,,,3,1,73,7,space,0.809904959989,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,200,left,,,,,,,,,3,2,74,9,space,0.839110277982,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,350,right,,,,,,,,,3,3,75,21,space,1.20163917481,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,50,right,,,,,,,,,3,4,76,5,space,0.891323548104,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,50,left,,,,,,,,,3,5,77,0,space,0.923770968098,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,50,left,,,,,,,,,3,6,78,3,space,0.845451726406,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,350,right,,,,,,,,,3,7,79,20,space,1.06512384954,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,200,left,,,,,,,,,3,8,80,11,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,50,right,,,,,,,,,3,9,81,4,space,0.850799542959,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,50,left,,,,,,,,,3,10,82,1,space,0.871256891588,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,350,right,,,,,,,,,3,11,83,22,space,1.17119270745,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,350,left,,,,,,,,,3,12,84,16,space,0.845215593044,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,50,right,,,,,,,,,3,13,85,6,space,0.930832200741,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,350,left,,,,,,,,,3,14,86,17,space,0.896491104317,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,200,left,,,,,,,,,3,15,87,10,space,0.830053819689,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,350,left,,,,,,,,,3,16,88,18,space,1.08696782692,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,200,right,,,,,,,,,3,17,89,12,space,0.991409243354,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,50,left,,,,,,,,,3,18,90,2,space,0.804358095791,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,200,right,,,,,,,,,3,19,91,14,space,0.884225718632,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,350,left,,,,,,,,,3,20,92,19,space,0.866369817952,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,200,left,,,,,,,,,3,21,93,8,space,0.865523621019,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,350,right,,,,,,,,,3,22,94,23,space,0.890809446452,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,200,right,,,,,,,,,3,23,95,13,space,0.92862500681,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,200,right,,,,,,,,,4,0,96,15,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,50,left,,,,,,,,,4,1,97,0,space,0.814572382803,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,200,right,,,,,,,,,4,2,98,14,space,0.899327987216,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,200,left,,,,,,,,,4,3,99,11,space,0.83337470265,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,50,right,,,,,,,,,4,4,100,7,space,1.35354318775,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,50,left,,,,,,,,,4,5,101,3,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,350,right,,,,,,,,,4,6,102,21,space,1.33804477943,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,350,left,,,,,,,,,4,7,103,18,space,1.22096209155,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,50,right,,,,,,,,,4,8,104,5,space,0.89808669817,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,50,left,,,,,,,,,4,9,105,2,space,1.03315197881,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,350,right,,,,,,,,,4,10,106,23,space,0.832196899326,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,350,left,,,,,,,,,4,11,107,19,space,0.854619930746,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,200,right,,,,,,,,,4,12,108,13,space,1.10369055285,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,200,left,,,,,,,,,4,13,109,9,space,1.2013053335,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,200,left,,,,,,,,,4,14,110,10,space,0.860773226765,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,50,right,,,,,,,,,4,15,111,6,space,1.06231385553,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,200,right,,,,,,,,,4,16,112,12,space,0.815869195666,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,350,left,,,,,,,,,4,17,113,16,space,1.22867340682,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,350,right,,,,,,,,,4,18,114,20,space,1.21996971682,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,50,right,,,,,,,,,4,19,115,4,space,0.923216218822,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,50,left,,,,,,,,,4,20,116,1,space,0.820901609003,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,200,left,,,,,,,,,4,21,117,8,space,1.05862588681,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,350,right,,,,,,,,,4,22,118,22,space,0.801952692311,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,350,left,,,,,,,,,4,23,119,17,space,1.22154987575,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,200,right,,,,,,,,,5,0,120,14,space,0.98247835968,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,200,left,,,,,,,,,5,1,121,10,space,0.882448677136,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,50,right,,,,,,,,,5,2,122,6,space,0.824227520537,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,350,left,,,,,,,,,5,3,123,18,space,0.906987619935,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,50,left,,,,,,,,,5,4,124,3,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,200,right,,,,,,,,,5,5,125,15,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,350,right,,,,,,,,,5,6,126,23,space,0.848259275969,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,200,left,,,,,,,,,5,7,127,8,space,0.939301154197,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,350,right,,,,,,,,,5,8,128,22,space,1.20988016633,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,200,right,,,,,,,,,5,9,129,12,space,1.02927285451,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,200,right,,,,,,,,,5,10,130,13,space,1.00954381074,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,50,right,,,,,,,,,5,11,131,5,space,0.827230485997,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,350,left,,,,,,,,,5,12,132,16,space,1.27983228315,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,50,right,,,,,,,,,5,13,133,7,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,350,right,,,,,,,,,5,14,134,21,space,1.28920994149,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,50,right,,,,,,,,,5,15,135,4,space,0.909757315525,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,50,left,,,,,,,,,5,16,136,2,space,0.980058848261,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,50,left,,,,,,,,,5,17,137,0,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,200,left,,,,,,,,,5,18,138,9,space,1.05524542924,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,350,right,,,,,,,,,5,19,139,20,space,1.4417832434,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,50,left,,,,,,,,,5,20,140,1,space,0.837046747562,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,350,left,,,,,,,,,5,21,141,17,space,1.45093999377,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,350,left,,,,,,,,,5,22,142,19,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,200,left,,,,,,,,,5,23,143,11,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,200,left,,,,,,,,,6,0,144,9,space,1.09278546575,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,50,left,,,,,,,,,6,1,145,2,space,0.861498039555,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,50,left,,,,,,,,,6,2,146,1,space,0.801682895452,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,350,left,,,,,,,,,6,3,147,19,space,0.783601686807,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,50,right,,,,,,,,,6,4,148,4,space,0.826555679562,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,200,left,,,,,,,,,6,5,149,10,space,0.953781905242,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,200,left,,,,,,,,,6,6,150,8,space,0.793576138866,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,200,right,,,,,,,,,6,7,151,15,space,0.82624362873,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,50,right,,,,,,,,,6,8,152,6,space,0.796758386889,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,350,right,,,,,,,,,6,9,153,22,space,1.1062287246,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,50,right,,,,,,,,,6,10,154,5,space,1.00269028606,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,50,right,,,,,,,,,6,11,155,7,space,0.860963963297,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,350,right,,,,,,,,,6,12,156,21,space,1.19964353011,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,200,right,,,,,,,,,6,13,157,14,space,0.851371752555,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,50,left,,,,,,,,,6,14,158,3,space,0.904405029131,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,350,left,,,,,,,,,6,15,159,17,space,1.24734393617,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,50,left,,,,,,,,,6,16,160,0,space,0.981503375429,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,200,left,,,,,,,,,6,17,161,11,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,350,left,,,,,,,,,6,18,162,16,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,350,right,,,,,,,,,6,19,163,23,space,0.501332362073,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,350,right,,,,,,,,,6,20,164,20,space,0.832623978746,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,200,right,,,,,,,,,6,21,165,12,space,1.02885415604,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,350,left,,,,,,,,,6,22,166,18,space,0.756131645223,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,200,right,,,,,,,,,6,23,167,13,space,0.856619277031,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,200,left,,,,,,,,,7,0,168,11,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,350,right,,,,,,,,,7,1,169,21,space,1.11671106244,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,200,right,,,,,,,,,7,2,170,12,space,1.25580199439,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,350,right,,,,,,,,,7,3,171,23,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,50,left,,,,,,,,,7,4,172,0,space,0.847652285416,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,350,right,,,,,,,,,7,5,173,20,space,1.13399419479,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,50,right,,,,,,,,,7,6,174,5,space,0.896342482075,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,350,left,,,,,,,,,7,7,175,18,space,0.777034581211,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,200,right,,,,,,,,,7,8,176,13,space,1.01157521417,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,200,left,,,,,,,,,7,9,177,8,space,0.811824268168,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,50,right,,,,,,,,,7,10,178,7,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,50,left,,,,,,,,,7,11,179,3,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,50,left,,,,,,,,,7,12,180,2,space,0.801647555765,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,50,right,,,,,,,,,7,13,181,4,space,1.06556461785,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,50,left,,,,,,,,,7,14,182,1,space,1.02734174315,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,50,right,,,,,,,,,7,15,183,6,space,0.789628011381,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,200,right,,,,,,,,,7,16,184,14,space,0.947602977473,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,200,left,,,,,,,,,7,17,185,9,space,1.1191370691,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,350,left,,,,,,,,,7,18,186,17,space,0.901453746216,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,200,left,,,,,,,,,7,19,187,10,space,0.948137821986,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,350,right,,,,,,,,,7,20,188,22,space,0.831197959517,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,350,left,,,,,,,,,7,21,189,16,space,1.29716765678,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,200,right,,,,,,,,,7,22,190,15,space,1.21601928457,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,350,left,,,,,,,,,7,23,191,19,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,50,left,,,,,,,,,8,0,192,1,space,0.772141431384,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,200,left,,,,,,,,,8,1,193,9,space,1.06235925236,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,200,right,,,,,,,,,8,2,194,13,space,0.991930748181,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,200,left,,,,,,,,,8,3,195,8,space,1.05776153114,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,50,right,,,,,,,,,8,4,196,4,space,0.997225974251,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,200,left,,,,,,,,,8,5,197,11,None,,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,50,right,,,,,,,,,8,6,198,6,space,0.846417910656,2014_II_03_1726,303.819230038,ior,001,Ivan,
right,50,right,,,,,,,,,8,7,199,5,space,0.96139509351,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,200,left,,,,,,,,,8,8,200,10,space,1.06415305577,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,350,right,,,,,,,,,8,9,201,23,space,0.79634660271,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,200,right,,,,,,,,,8,10,202,14,space,0.894127815128,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,350,left,,,,,,,,,8,11,203,16,space,0.873565285532,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,50,left,,,,,,,,,8,12,204,0,space,0.91182000785,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,350,right,,,,,,,,,8,13,205,20,space,1.25016098415,2014_II_03_1726,303.819230038,ior,001,Ivan,
central,50,left,,,,,,,,,8,14,206,2,space,0.840269363844,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,50,right,,,,,,,,,8,15,207,7,space,0.850641003256,2014_II_03_1726,303.819230038,ior,001,Ivan,
none,350,left,,,,,,,,,8,16,208,19,space,0.852994654349,2014_II_03_1726,303.819230038,ior,001,Ivan,
left,200,right,,,,,,,,,8,17,209,12,space,1.22512393335,2014_II_03_1726,303.819230038,ior,001,Ivan,
